table_name,field_name,language,translation,record_id,record_sub_id,field_value
trips,trip_headsign,de,Aarschot,,,Aarschot
stops,stop_name,en,Aarschot,,,Aarschot
trips,trip_headsign,en,Aarschot,,,Aarschot
stops,stop_name,nl,Wijgmaal,,,Wijgmaal
stops,stop_name,de,Wijgmaal,,,Wijgmaal
stops,stop_name,en,Wijgmaal,,,Wijgmaal
stops,stop_name,nl,Sint-Joris-Weert,,,Sint-Joris-Weert
trips,trip_headsign,nl,Sint-Joris-Weert,,,Sint-Joris-Weert
stops,stop_name,de,Sint-Joris-Weert,,,Sint-Joris-Weert
trips,trip_headsign,de,Sint-Joris-Weert,,,Sint-Joris-Weert
stops,stop_name,en,Sint-Joris-Weert,,,Sint-Joris-Weert
trips,trip_headsign,en,Sint-Joris-Weert,,,Sint-Joris-Weert
stops,stop_name,nl,Oud-Heverlee,,,Oud-Heverlee
stops,stop_name,de,Oud-Heverlee,,,Oud-Heverlee
stops,stop_name,en,Oud-Heverlee,,,Oud-Heverlee
stops,stop_name,nl,Heverlee,,,Heverlee
stops,stop_name,de,Heverlee,,,Heverlee
stops,stop_name,en,Heverlee,,,Heverlee
stops,stop_name,nl,Vertrijk,,,Vertrijk
stops,stop_name,de,Vertrijk,,,Vertrijk
stops,stop_name,en,Vertrijk,,,Vertrijk
stops,stop_name,nl,Leuven,,,Louvain
trips,trip_headsign,nl,Leuven,,,Louvain
stops,stop_name,de,Leuven / Louvain,,,Louvain
trips,trip_headsign,de,Leuven / Louvain,,,Louvain
stops,stop_name,en,Louvain / Leuven,,,Louvain
trips,trip_headsign,en,Louvain / Leuven,,,Louvain
stops,stop_name,nl,Hamont,,,Hamont
trips,trip_headsign,nl,Hamont,,,Hamont
stops,stop_name,de,Hamont,,,Hamont
trips,trip_headsign,de,Hamont,,,Hamont
stops,stop_name,en,Hamont,,,Hamont
trips,trip_headsign,en,Hamont,,,Hamont
stops,stop_name,nl,Neerpelt,,,Neerpelt
trips,trip_headsign,nl,Neerpelt,,,Neerpelt
stops,stop_name,de,Neerpelt,,,Neerpelt
trips,trip_headsign,de,Neerpelt,,,Neerpelt
stops,stop_name,en,Neerpelt,,,Neerpelt
trips,trip_headsign,en,Neerpelt,,,Neerpelt
stops,stop_name,nl,Overpelt,,,Overpelt
stops,stop_name,de,Overpelt,,,Overpelt
stops,stop_name,en,Overpelt,,,Overpelt
stops,stop_name,nl,Lommel,,,Lommel
stops,stop_name,de,Lommel,,,Lommel
stops,stop_name,en,Lommel,,,Lommel
stops,stop_name,nl,Olen,,,Olen
stops,stop_name,de,Olen,,,Olen
stops,stop_name,en,Olen,,,Olen
stops,stop_name,nl,Geel,,,Geel
stops,stop_name,de,Geel,,,Geel
stops,stop_name,en,Geel,,,Geel
stops,stop_name,nl,Mol,,,Mol
trips,trip_headsign,nl,Mol,,,Mol
stops,stop_name,de,Mol,,,Mol
trips,trip_headsign,de,Mol,,,Mol
stops,stop_name,en,Mol,,,Mol
trips,trip_headsign,en,Mol,,,Mol
stops,stop_name,nl,Kiewit,,,Kiewit
stops,stop_name,de,Kiewit,,,Kiewit
stops,stop_name,en,Kiewit,,,Kiewit
stops,stop_name,nl,Zonhoven,,,Zonhoven
stops,stop_name,de,Zonhoven,,,Zonhoven
stops,stop_name,en,Zonhoven,,,Zonhoven
stops,stop_name,nl,Zolder,,,Zolder
stops,stop_name,de,Zolder,,,Zolder
stops,stop_name,en,Zolder,,,Zolder
stops,stop_name,nl,Heusden,,,Heusden
stops,stop_name,de,Heusden,,,Heusden
stops,stop_name,en,Heusden,,,Heusden
stops,stop_name,nl,Beringen,,,Beringen
stops,stop_name,de,Beringen,,,Beringen
stops,stop_name,en,Beringen,,,Beringen
stops,stop_name,nl,Beverlo,,,Beverlo
stops,stop_name,de,Beverlo,,,Beverlo
stops,stop_name,en,Beverlo,,,Beverlo
stops,stop_name,nl,Balen,,,Balen
stops,stop_name,de,Balen,,,Balen
stops,stop_name,en,Balen,,,Balen
stops,stop_name,nl,Leopoldsburg,,,Bourg-Léopold
stops,stop_name,de,Leopoldsburg / Bourg Léopold,,,Bourg-Léopold
stops,stop_name,en,Bourg Léopold / Leopoldsburg,,,Bourg-Léopold
stops,stop_name,nl,Sint-Truiden,,,Saint-Trond
trips,trip_headsign,nl,Sint-Truiden,,,Saint-Trond
stops,stop_name,de,Sint-Truiden / Saint-Trond,,,Saint-Trond
trips,trip_headsign,de,Sint-Truiden / Saint-Trond,,,Saint-Trond
stops,stop_name,en,Saint-Trond / Sint-Truiden,,,Saint-Trond
trips,trip_headsign,en,Saint-Trond / Sint-Truiden,,,Saint-Trond
stops,stop_name,nl,Bokrijk,,,Bokrijk
stops,stop_name,de,Bokrijk,,,Bokrijk
stops,stop_name,en,Bokrijk,,,Bokrijk
stops,stop_name,nl,Genk,,,Genk
trips,trip_headsign,nl,Genk,,,Genk
stops,stop_name,de,Genk,,,Genk
trips,trip_headsign,de,Genk,,,Genk
stops,stop_name,en,Genk,,,Genk
trips,trip_headsign,en,Genk,,,Genk
stops,stop_name,nl,Diest,,,Diest
trips,trip_headsign,nl,Diest,,,Diest
stops,stop_name,de,Diest,,,Diest
trips,trip_headsign,de,Diest,,,Diest
stops,stop_name,en,Diest,,,Diest
trips,trip_headsign,en,Diest,,,Diest
stops,stop_name,nl,Tongeren,,,Tongres
trips,trip_headsign,nl,Tongeren,,,Tongres
stops,stop_name,de,Tongeren / Tongres,,,Tongres
trips,trip_headsign,de,Tongeren / Tongres,,,Tongres
stops,stop_name,en,Tongres / Tongeren,,,Tongres
trips,trip_headsign,en,Tongres / Tongeren,,,Tongres
stops,stop_name,nl,Bilzen,,,Bilzen
stops,stop_name,de,Bilzen,,,Bilzen
stops,stop_name,en,Bilzen,,,Bilzen
stops,stop_name,nl,Diepenbeek,,,Diepenbeek
stops,stop_name,de,Diepenbeek,,,Diepenbeek
stops,stop_name,en,Diepenbeek,,,Diepenbeek
stops,stop_name,nl,Schulen,,,Schulen
stops,stop_name,de,Schulen,,,Schulen
stops,stop_name,en,Schulen,,,Schulen
stops,stop_name,nl,Alken,,,Alken
stops,stop_name,de,Alken,,,Alken
stops,stop_name,en,Alken,,,Alken
stops,stop_name,nl,Hasselt,,,Hasselt
trips,trip_headsign,nl,Hasselt,,,Hasselt
stops,stop_name,de,Hasselt,,,Hasselt
trips,trip_headsign,de,Hasselt,,,Hasselt
stops,stop_name,en,Hasselt,,,Hasselt
trips,trip_headsign,en,Hasselt,,,Hasselt
stops,stop_name,nl,Essen-Grens,,,Essen-Grens
stops,stop_name,de,Essen-Grens,,,Essen-Grens
stops,stop_name,en,Essen-Grens,,,Essen-Grens
stops,stop_name,nl,Niel,,,Niel
stops,stop_name,de,Niel,,,Niel
stops,stop_name,en,Niel,,,Niel
stops,stop_name,nl,Schelle,,,Schelle
stops,stop_name,de,Schelle,,,Schelle
stops,stop_name,en,Schelle,,,Schelle
stops,stop_name,nl,Hemiksem,,,Hemiksem
stops,stop_name,de,Hemiksem,,,Hemiksem
stops,stop_name,en,Hemiksem,,,Hemiksem
stops,stop_name,nl,Hoboken-Polder,,,Hoboken-Polder
trips,trip_headsign,nl,Hoboken-Polder,,,Hoboken-Polder
stops,stop_name,de,Hoboken-Polder,,,Hoboken-Polder
trips,trip_headsign,de,Hoboken-Polder,,,Hoboken-Polder
stops,stop_name,en,Hoboken-Polder,,,Hoboken-Polder
trips,trip_headsign,en,Hoboken-Polder,,,Hoboken-Polder
stops,stop_name,nl,Ruisbroek-Sauvegarde,,,Ruisbroek-Sauvegarde
stops,stop_name,de,Ruisbroek-Sauvegarde,,,Ruisbroek-Sauvegarde
stops,stop_name,en,Ruisbroek-Sauvegarde,,,Ruisbroek-Sauvegarde
stops,stop_name,nl,Boom,,,Boom
trips,trip_headsign,nl,Boom,,,Boom
stops,stop_name,de,Boom,,,Boom
trips,trip_headsign,de,Boom,,,Boom
stops,stop_name,en,Boom,,,Boom
trips,trip_headsign,en,Boom,,,Boom
stops,stop_name,nl,Bornem,,,Bornem
stops,stop_name,de,Bornem,,,Bornem
stops,stop_name,en,Bornem,,,Bornem
stops,stop_name,nl,Puurs,,,Puurs
trips,trip_headsign,nl,Puurs,,,Puurs
stops,stop_name,de,Puurs,,,Puurs
trips,trip_headsign,de,Puurs,,,Puurs
stops,stop_name,en,Puurs,,,Puurs
trips,trip_headsign,en,Puurs,,,Puurs
stops,stop_name,nl,Willebroek,,,Willebroek
trips,trip_headsign,nl,Willebroek,,,Willebroek
stops,stop_name,de,Willebroek,,,Willebroek
trips,trip_headsign,de,Willebroek,,,Willebroek
stops,stop_name,en,Willebroek,,,Willebroek
trips,trip_headsign,en,Willebroek,,,Willebroek
stops,stop_name,nl,Hambos,,,Hambos
stops,stop_name,de,Hambos,,,Hambos
stops,stop_name,en,Hambos,,,Hambos
stops,stop_name,nl,Wespelaar-Tildonk,,,Wespelaar-Tildonk
stops,stop_name,de,Wespelaar-Tildonk,,,Wespelaar-Tildonk
stops,stop_name,en,Wespelaar-Tildonk,,,Wespelaar-Tildonk
stops,stop_name,nl,Haacht,,,Haacht
stops,stop_name,de,Haacht,,,Haacht
stops,stop_name,en,Haacht,,,Haacht
stops,stop_name,nl,Boortmeerbeek,,,Boortmeerbeek
stops,stop_name,de,Boortmeerbeek,,,Boortmeerbeek
stops,stop_name,en,Boortmeerbeek,,,Boortmeerbeek
stops,stop_name,nl,Hever,,,Hever
stops,stop_name,de,Hever,,,Hever
stops,stop_name,en,Hever,,,Hever
stops,stop_name,nl,Muizen,,,Muizen
stops,stop_name,de,Muizen,,,Muizen
stops,stop_name,en,Muizen,,,Muizen
stops,stop_name,nl,Mechelen-Nekkerspoel,,,Malines-Nekkerspoel
stops,stop_name,de,Mechelen-Nekkerspoel / Malines-Nekkerspoel,,,Malines-Nekkerspoel
stops,stop_name,en,Malines-Nekkerspoel / Mechelen-Nekkerspoel,,,Malines-Nekkerspoel
stops,stop_name,nl,Hofstade,,,Hofstade
stops,stop_name,de,Hofstade,,,Hofstade
stops,stop_name,en,Hofstade,,,Hofstade
stops,stop_name,nl,Eppegem,,,Eppegem
stops,stop_name,de,Eppegem,,,Eppegem
stops,stop_name,en,Eppegem,,,Eppegem
stops,stop_name,nl,Weerde,,,Weerde
stops,stop_name,de,Weerde,,,Weerde
stops,stop_name,en,Weerde,,,Weerde
stops,stop_name,nl,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,de,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,en,Sint-Katelijne-Waver,,,Sint-Katelijne-Waver
stops,stop_name,nl,Duffel,,,Duffel
stops,stop_name,de,Duffel,,,Duffel
stops,stop_name,en,Duffel,,,Duffel
stops,stop_name,nl,Baasrode-Zuid,,,Baasrode-Zuid
stops,stop_name,de,Baasrode-Zuid / Baasrode-Sud,,,Baasrode-Zuid
stops,stop_name,en,Baasrode-Sud / Baasrode-Zuid,,,Baasrode-Zuid
stops,stop_name,nl,Buggenhout,,,Buggenhout
stops,stop_name,de,Buggenhout,,,Buggenhout
stops,stop_name,en,Buggenhout,,,Buggenhout
stops,stop_name,nl,Malderen,,,Malderen
stops,stop_name,de,Malderen,,,Malderen
stops,stop_name,en,Malderen,,,Malderen
stops,stop_name,nl,Londerzeel,,,Londerzeel
trips,trip_headsign,nl,Londerzeel,,,Londerzeel
stops,stop_name,de,Londerzeel,,,Londerzeel
trips,trip_headsign,de,Londerzeel,,,Londerzeel
stops,stop_name,en,Londerzeel,,,Londerzeel
trips,trip_headsign,en,Londerzeel,,,Londerzeel
stops,stop_name,nl,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,de,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,en,Kapelle-op-den-Bos,,,Kapelle-op-den-Bos
stops,stop_name,nl,Mechelen,,,Malines
trips,trip_headsign,nl,Mechelen,,,Malines
stops,stop_name,de,Mechelen / Malines,,,Malines
trips,trip_headsign,de,Mechelen / Malines,,,Malines
stops,stop_name,en,Malines / Mechelen,,,Malines
trips,trip_headsign,en,Malines / Mechelen,,,Malines
stops,stop_name,nl,Tielen,,,Tielen
stops,stop_name,de,Tielen,,,Tielen
stops,stop_name,en,Tielen,,,Tielen
stops,stop_name,nl,Turnhout,,,Turnhout
trips,trip_headsign,nl,Turnhout,,,Turnhout
stops,stop_name,de,Turnhout,,,Turnhout
trips,trip_headsign,de,Turnhout,,,Turnhout
stops,stop_name,en,Turnhout,,,Turnhout
trips,trip_headsign,en,Turnhout,,,Turnhout
stops,stop_name,nl,Begijnendijk,,,Begijnendijk
trips,trip_headsign,nl,Begijnendijk,,,Begijnendijk
stops,stop_name,de,Begijnendijk,,,Begijnendijk
trips,trip_headsign,de,Begijnendijk,,,Begijnendijk
stops,stop_name,en,Begijnendijk,,,Begijnendijk
trips,trip_headsign,en,Begijnendijk,,,Begijnendijk
stops,stop_name,nl,Booischot,,,Booischot
stops,stop_name,de,Booischot,,,Booischot
stops,stop_name,en,Booischot,,,Booischot
stops,stop_name,nl,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,de,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,en,Heist-op-den-Berg,,,Heist-op-den-Berg
stops,stop_name,nl,Melkouwen,,,Melkouwen
stops,stop_name,de,Melkouwen,,,Melkouwen
stops,stop_name,en,Melkouwen,,,Melkouwen
stops,stop_name,nl,Berlaar,,,Berlaar
stops,stop_name,de,Berlaar,,,Berlaar
stops,stop_name,en,Berlaar,,,Berlaar
stops,stop_name,nl,Bouwel,,,Bouwel
stops,stop_name,de,Bouwel,,,Bouwel
stops,stop_name,en,Bouwel,,,Bouwel
stops,stop_name,nl,Herentals,,,Herentals
trips,trip_headsign,nl,Herentals,,,Herentals
stops,stop_name,de,Herentals,,,Herentals
trips,trip_headsign,de,Herentals,,,Herentals
stops,stop_name,en,Herentals,,,Herentals
trips,trip_headsign,en,Herentals,,,Herentals
stops,stop_name,nl,Wolfstee,,,Wolfstee
stops,stop_name,de,Wolfstee,,,Wolfstee
stops,stop_name,en,Wolfstee,,,Wolfstee
stops,stop_name,nl,Nijlen,,,Nijlen
stops,stop_name,de,Nijlen,,,Nijlen
stops,stop_name,en,Nijlen,,,Nijlen
stops,stop_name,nl,Kessel,,,Kessel
stops,stop_name,de,Kessel,,,Kessel
stops,stop_name,en,Kessel,,,Kessel
stops,stop_name,nl,Boechout,,,Boechout
stops,stop_name,de,Boechout,,,Boechout
stops,stop_name,en,Boechout,,,Boechout
stops,stop_name,nl,Lier,,,Lierre
trips,trip_headsign,nl,Lier,,,Lierre
stops,stop_name,de,Lier / Lierre,,,Lierre
trips,trip_headsign,de,Lier / Lierre,,,Lierre
stops,stop_name,en,Lierre / Lier,,,Lierre
trips,trip_headsign,en,Lierre / Lier,,,Lierre
stops,stop_name,nl,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,de,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,en,Sint-Mariaburg,,,Sint-Mariaburg
stops,stop_name,nl,Kapellen,,,Kapellen
trips,trip_headsign,nl,Kapellen,,,Kapellen
stops,stop_name,de,Kapellen,,,Kapellen
trips,trip_headsign,de,Kapellen,,,Kapellen
stops,stop_name,en,Kapellen,,,Kapellen
trips,trip_headsign,en,Kapellen,,,Kapellen
stops,stop_name,nl,Heide,,,Heide
stops,stop_name,de,Heide,,,Heide
stops,stop_name,en,Heide,,,Heide
stops,stop_name,nl,Kijkuit,,,Kijkuit
stops,stop_name,de,Kijkuit,,,Kijkuit
stops,stop_name,en,Kijkuit,,,Kijkuit
stops,stop_name,nl,Kalmthout,,,Kalmthout
stops,stop_name,de,Kalmthout,,,Kalmthout
stops,stop_name,en,Kalmthout,,,Kalmthout
stops,stop_name,nl,Wildert,,,Wildert
stops,stop_name,de,Wildert,,,Wildert
stops,stop_name,en,Wildert,,,Wildert
stops,stop_name,nl,Essen,,,Essen
trips,trip_headsign,nl,Essen,,,Essen
stops,stop_name,de,Essen,,,Essen
trips,trip_headsign,de,Essen,,,Essen
stops,stop_name,en,Essen,,,Essen
trips,trip_headsign,en,Essen,,,Essen
stops,stop_name,nl,Hove,,,Hove
stops,stop_name,de,Hove,,,Hove
stops,stop_name,en,Hove,,,Hove
stops,stop_name,nl,Kontich-Lint,,,Kontich-Lint
trips,trip_headsign,nl,Kontich-Lint,,,Kontich-Lint
stops,stop_name,de,Kontich-Lint,,,Kontich-Lint
trips,trip_headsign,de,Kontich-Lint,,,Kontich-Lint
stops,stop_name,en,Kontich-Lint,,,Kontich-Lint
trips,trip_headsign,en,Kontich-Lint,,,Kontich-Lint
stops,stop_name,nl,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,de,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,en,Mortsel-Liersesteenweg,,,Mortsel-Liersesteenweg
stops,stop_name,nl,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,de,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,en,Mortsel-Oude God,,,Mortsel-Oude God
stops,stop_name,nl,Antwerpen-Zuid,,,Anvers-Sud
stops,stop_name,de,Antwerpen-Zuid / Anvers-Sud,,,Anvers-Sud
stops,stop_name,en,Anvers-Sud / Antwerpen-Zuid,,,Anvers-Sud
stops,stop_name,nl,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,de,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,en,Mortsel-Deurnesteenweg,,,Mortsel-Deurnesteenweg
stops,stop_name,nl,Antwerpen-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,de,Antwerpen-Luchtbal / Anvers-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,en,Anvers-Luchtbal / Antwerpen-Luchtbal,,,Anvers-Luchtbal
stops,stop_name,nl,Antwerpen-Centraal,,,Anvers-Central
trips,trip_headsign,nl,Antwerpen-Centraal,,,Anvers-Central
stops,stop_name,de,Antwerpen-Centraal / Anvers-Central,,,Anvers-Central
trips,trip_headsign,de,Antwerpen-Centraal / Anvers-Central,,,Anvers-Central
stops,stop_name,en,Anvers-Central / Antwerpen-Centraal,,,Anvers-Central
trips,trip_headsign,en,Anvers-Central / Antwerpen-Centraal,,,Anvers-Central
stops,stop_name,nl,Sint-Job,,,Saint-Job
stops,stop_name,de,Sint-Job / Saint-Job,,,Saint-Job
stops,stop_name,en,Saint-Job / Sint-Job,,,Saint-Job
stops,stop_name,nl,Sint-Genesius-Rode,,,Rhode-Saint-Genèse
stops,stop_name,de,St.-Gen.-Rode/Rhode-St-Gen.,,,Rhode-Saint-Genèse
stops,stop_name,en,Rhode-St-Gen./St.-Gen.-Rode,,,Rhode-Saint-Genèse
stops,stop_name,nl,Vorst-Oost,,,Forest-Est
stops,stop_name,de,Vorst-Oost / Forest-Est,,,Forest-Est
stops,stop_name,en,Forest-Est / Vorst-Oost,,,Forest-Est
stops,stop_name,nl,Brussel-Congres,,,Bruxelles-Congrès
stops,stop_name,de,Brüssel-Congres,,,Bruxelles-Congrès
stops,stop_name,en,Brussels-Congrès,,,Bruxelles-Congrès
stops,stop_name,nl,Brussel-Kapellekerk,,,Bruxelles-Chapelle
stops,stop_name,de,Brus.-Kap. / Brux.-Chap.,,,Bruxelles-Chapelle
stops,stop_name,en,Brux.-Chap/Brus.-Kap.,,,Bruxelles-Chapelle
stops,stop_name,nl,Brussel-Centraal,,,Bruxelles-Central
stops,stop_name,de,Brus.-/ Brux-Centr.,,,Bruxelles-Central
stops,stop_name,en,Brux.-/ Brus-Centr.,,,Bruxelles-Central
stops,stop_name,nl,Essene Lombeek,,,Essene Lombeek
stops,stop_name,de,Essene-Lombeek,,,Essene Lombeek
stops,stop_name,en,Essene-Lombeek,,,Essene Lombeek
stops,stop_name,nl,Ternat,,,Ternat
stops,stop_name,de,Ternat,,,Ternat
stops,stop_name,en,Ternat,,,Ternat
stops,stop_name,nl,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,de,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,en,Sint-Martens-Bodegem,,,Sint-Martens-Bodegem
stops,stop_name,nl,Dilbeek,,,Dilbeek
stops,stop_name,de,Dilbeek,,,Dilbeek
stops,stop_name,en,Dilbeek,,,Dilbeek
stops,stop_name,nl,Groot-Bijgaarden,,,Grand-Bigard
stops,stop_name,de,Groot-Bijgaarden,,,Grand-Bigard
stops,stop_name,en,Groot-Bijgaarden,,,Grand-Bigard
stops,stop_name,nl,Sint-Agatha-Berchem,,,Berchem-Sainte-Agathe
stops,stop_name,de,St-Ag./-Berchem-/St-Ag.,,,Berchem-Sainte-Agathe
stops,stop_name,en,St-Ag./-Berchem-/St-Ag.,,,Berchem-Sainte-Agathe
stops,stop_name,nl,Mollem,,,Mollem
stops,stop_name,de,Mollem,,,Mollem
stops,stop_name,en,Mollem,,,Mollem
stops,stop_name,nl,Asse,,,Asse
stops,stop_name,de,Asse,,,Asse
stops,stop_name,en,Asse,,,Asse
stops,stop_name,nl,Brussel-Noord,,,Bruxelles-Nord
trips,trip_headsign,nl,Brussel-Noord,,,Bruxelles-Nord
stops,stop_name,de,Brus.-Noord / Brux.-Nord,,,Bruxelles-Nord
trips,trip_headsign,de,Brus.-Noord / Brux.-Nord,,,Bruxelles-Nord
stops,stop_name,en,Brux.-Nord/Brus.-Noord,,,Bruxelles-Nord
trips,trip_headsign,en,Brux.-Nord/Brus.-Noord,,,Bruxelles-Nord
stops,stop_name,nl,Brussel-Schuman,,,Bruxelles-Schuman
stops,stop_name,de,Brus./Brux.-Schuman,,,Bruxelles-Schuman
stops,stop_name,en,Brux./Brus.-Schuman,,,Bruxelles-Schuman
stops,stop_name,nl,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,de,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,en,Court-Saint-Etienne,,,Court-Saint-Etienne
stops,stop_name,nl,Basse-Wavre,,,Basse-Wavre
stops,stop_name,de,Basse-Wavre,,,Basse-Wavre
stops,stop_name,en,Basse-Wavre,,,Basse-Wavre
stops,stop_name,nl,Waver,,,Wavre
trips,trip_headsign,nl,Waver,,,Wavre
stops,stop_name,de,Waver / Wavre,,,Wavre
trips,trip_headsign,de,Waver / Wavre,,,Wavre
stops,stop_name,en,Wavre / Waver,,,Wavre
trips,trip_headsign,en,Wavre / Waver,,,Wavre
stops,stop_name,nl,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,de,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,en,Bierges-Walibi,,,Bierges-Walibi
stops,stop_name,nl,Louvain-la-Neuve,,,Louvain-la-Neuve
trips,trip_headsign,nl,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,de,Louvain-la-Neuve,,,Louvain-la-Neuve
trips,trip_headsign,de,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,en,Louvain-la-Neuve,,,Louvain-la-Neuve
trips,trip_headsign,en,Louvain-la-Neuve,,,Louvain-la-Neuve
stops,stop_name,nl,Limal,,,Limal
stops,stop_name,de,Limal,,,Limal
stops,stop_name,en,Limal,,,Limal
stops,stop_name,nl,Rixensart,,,Rixensart
stops,stop_name,de,Rixensart,,,Rixensart
stops,stop_name,en,Rixensart,,,Rixensart
stops,stop_name,nl,Genval,,,Genval
stops,stop_name,de,Genval,,,Genval
stops,stop_name,en,Genval,,,Genval
stops,stop_name,nl,Terhulpen,,,La Hulpe
stops,stop_name,de,Terhulpen / La Hulpe,,,La Hulpe
stops,stop_name,en,La Hulpe / Terhulpen,,,La Hulpe
stops,stop_name,nl,Hoeilaart,,,Hoeilaart
stops,stop_name,de,Hoeilaart,,,Hoeilaart
stops,stop_name,en,Hoeilaart,,,Hoeilaart
stops,stop_name,nl,Groenendaal,,,Groenendaal
stops,stop_name,de,Groenendaal,,,Groenendaal
stops,stop_name,en,Groenendaal,,,Groenendaal
stops,stop_name,nl,Bosvoorde,,,Boitsfort
stops,stop_name,de,Bosvoorde / Boitsfort,,,Boitsfort
stops,stop_name,en,Boitsfort/Bosvoorde,,,Boitsfort
stops,stop_name,nl,Watermaal,,,Watermael
stops,stop_name,de,Watermaal / Watermael,,,Watermael
stops,stop_name,en,Watermael / Watermaal,,,Watermael
stops,stop_name,nl,Etterbeek,,,Etterbeek
stops,stop_name,de,Etterbeek,,,Etterbeek
stops,stop_name,en,Etterbeek,,,Etterbeek
stops,stop_name,nl,Mouterij,,,Germoir
stops,stop_name,de,Mouterij / Germoir,,,Germoir
stops,stop_name,en,Germoir / Mouterij,,,Germoir
stops,stop_name,nl,Brussel-Luxemburg,,,Bruxelles-Luxembourg
trips,trip_headsign,nl,Brussel-Luxemburg,,,Bruxelles-Luxembourg
stops,stop_name,de,Brus./Brux.-Luxemb.,,,Bruxelles-Luxembourg
trips,trip_headsign,de,Brus./Brux.-Luxemb.,,,Bruxelles-Luxembourg
stops,stop_name,en,Brux./Brus.-Luxemb.,,,Bruxelles-Luxembourg
trips,trip_headsign,en,Brux./Brus.-Luxemb.,,,Bruxelles-Luxembourg
stops,stop_name,nl,Herent,,,Herent
stops,stop_name,de,Herent,,,Herent
stops,stop_name,en,Herent,,,Herent
stops,stop_name,nl,Veltem,,,Veltem
stops,stop_name,de,Veltem,,,Veltem
stops,stop_name,en,Veltem,,,Veltem
stops,stop_name,nl,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,de,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,en,Erps-Kwerps,,,Erps-Kwerps
stops,stop_name,nl,Kortenberg,,,Kortenberg
stops,stop_name,de,Kortenberg,,,Kortenberg
stops,stop_name,en,Kortenberg,,,Kortenberg
stops,stop_name,nl,Nossegem,,,Nossegem
stops,stop_name,de,Nossegem,,,Nossegem
stops,stop_name,en,Nossegem,,,Nossegem
stops,stop_name,nl,Zaventem,,,Zaventem
stops,stop_name,de,Zaventem,,,Zaventem
stops,stop_name,en,Zaventem,,,Zaventem
stops,stop_name,nl,Diegem,,,Diegem
stops,stop_name,de,Diegem,,,Diegem
stops,stop_name,en,Diegem,,,Diegem
stops,stop_name,nl,Delta,,,Delta
stops,stop_name,de,Delta,,,Delta
stops,stop_name,en,Delta,,,Delta
stops,stop_name,nl,Merode,,,Mérode
stops,stop_name,de,Merode / Mérode,,,Mérode
stops,stop_name,en,Mérode/Merode,,,Mérode
stops,stop_name,nl,Vilvoorde,,,Vilvorde
trips,trip_headsign,nl,Vilvoorde,,,Vilvorde
stops,stop_name,de,Vilvoorde / Vilvorde,,,Vilvorde
trips,trip_headsign,de,Vilvoorde / Vilvorde,,,Vilvorde
stops,stop_name,en,Vilvorde / Vilvoorde,,,Vilvorde
trips,trip_headsign,en,Vilvorde / Vilvoorde,,,Vilvorde
stops,stop_name,nl,Meiser,,,Meiser
stops,stop_name,de,Meiser,,,Meiser
stops,stop_name,en,Meiser,,,Meiser
stops,stop_name,nl,Bordet,,,Bordet
stops,stop_name,de,Bordet,,,Bordet
stops,stop_name,en,Bordet,,,Bordet
stops,stop_name,nl,Haren,,,Haren
stops,stop_name,de,Haren,,,Haren
stops,stop_name,en,Haren,,,Haren
stops,stop_name,nl,Ekeren,,,Ekeren
stops,stop_name,de,Ekeren,,,Ekeren
stops,stop_name,en,Ekeren,,,Ekeren
stops,stop_name,nl,Namêche,,,Namêche
stops,stop_name,de,Namêche,,,Namêche
stops,stop_name,en,Namêche,,,Namêche
stops,stop_name,nl,Château-de-Seilles,,,Château-de-Seilles
stops,stop_name,de,Château-de-Seilles,,,Château-de-Seilles
stops,stop_name,en,Château-de-Seilles,,,Château-de-Seilles
